index,positive_score,tags,is_controversial,text
3,1.0,"['经典', '感动']",False,那对对死无所畏惧的老夫妇，那个不为外界干扰的乐队，那个为生而做一次假父亲的男人，那个为爱人吹响口哨的女人。都是为了一种心灵上的执着。
3,0.9,"['爱情', '女性解放', '灾难场面']",False,那对对死无所畏惧的老夫妇，那个不为外界干扰的乐队，那个为生而做一次假父亲的男人，那个为爱人吹响口哨的女人。都是为了一种心灵上的执着。
4,0.7,"['小李子', '帅气']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.9,"['震撼', '经典']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.8,"['信念', '爱情']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.9,['传奇'],False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.8,"['深爱', '经典']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,1.0,"['完美', '感人', '人性']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.9,"['技术登峰造极', '人性反思', '女性力量']",False,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
4,0.3,"['平庸', '票房', '反差']",True,"“我甚至连一张他的画像都没有，但他永远活在我心中。” 要敢说，这是我一直深爱的电影。

3D效果言过其实；被删裸戏无察觉；IMAX看清冰山全貌；Rose美的神魂颠倒，Jack帅的令人窒息；甲板上Jack对Rose说:I see you. 看过不下10遍，能记住每个情节、台词、人物及配乐，该哭地方还是会哭；3碟正版VCD能记住两次换碟的准确时刻；初二看完后自己经常在水盆里用水瓢演习沉船全过程…"
5,0.9,"['经典', '演员', '爱情']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['爱情', '永恒', '灾难']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['细节', '感动']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['爱情', '牺牲', '幸福']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.8,"['经典', '爱情向往']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['感动', '最佳']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['经典', '对比', '时代意义']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
5,0.9,"['爱情', '感动']",False,将永远是我在电影院所看过次数最多、最感动、也是最好的电影
6,0.9,"['爱情', '生命', '延续']",False,"生死两茫茫
不思量
自难忘"
6,0.8,"['哭', '4D']",False,"生死两茫茫
不思量
自难忘"
6,0.7,"['经典', '爱情', '遗憾']",False,"生死两茫茫
不思量
自难忘"
6,0.9,"['爱情', '音乐', '感动']",False,"生死两茫茫
不思量
自难忘"
6,0.9,"['经典', '感动']",False,"生死两茫茫
不思量
自难忘"
6,0.8,"['感动', '重映']",False,"生死两茫茫
不思量
自难忘"
6,0.8,"['生死', '诗词']",False,"生死两茫茫
不思量
自难忘"
6,0.85,"['船体拟人', '细节', '存在感']",False,"生死两茫茫
不思量
自难忘"
7,0.9,"['经典', '回味', '命运']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.9,"['感染力', '震撼', '纪念']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.7,"['感动', '回忆']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.9,"['感动', '乐队']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.9,"['爱情', '牺牲', '感动']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.8,"['经典', '感动']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,1.0,"['经典', '爱情', '震撼']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
7,0.7,"['小李子', '美颜']",False,学校组织放映的影片，大家好像对rose和jack恋爱过程猎奇，但是让我感动的一幕是轮船将要沉沦，海上乐队的绅士们整理领结，肃穆庄严的弹奏最后一曲，那一瞬间，仿佛听见一首镇魂曲在响彻。
8,0.6,"['影响力', '教材']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.8,"['经典', '悲剧', '帅气']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.9,"['敬意', '回忆']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.9,"['自由', '爱情', '自我']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.7,"['不圆满爱情', '现实反思', '小李子帅']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.9,"['承诺', '人生']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.8,"['主题曲', '生离死别']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
8,0.9,"['经典', '文化影响']",False,我学会了吐口水，我努力的活下来了，我去了好多你说过的地方，我学会了双腿张开骑马，我生了好多孩子，我已经活到一百岁了，我可以见到你了吗？
9,0.7,"['人性', '配乐', '小人物']",False,一部应该被记住的电影.
9,0.85,"['爱情', '生命', '自由']",False,一部应该被记住的电影.
9,0.95,"['经典', '时代超越']",False,一部应该被记住的电影.
9,0.9,"['重映', '3D', '经典']",False,一部应该被记住的电影.
9,0.8,"['叙事', '历史', '重映']",False,一部应该被记住的电影.
9,0.9,"['小李子', '经典', '爱情片']",False,一部应该被记住的电影.
9,0.3,"['批评', '爱情', '悲剧']",True,一部应该被记住的电影.
9,0.8,"['经典', '铭记']",False,一部应该被记住的电影.
10,0.8,"['音乐', '牺牲', '哲人']",False,我想失去的才是永恒的。
10,0.95,"['结局感人', '画面温暖', '情感冲击']",False,我想失去的才是永恒的。
10,0.9,"['唯美', '悲剧', '爱情']",False,我想失去的才是永恒的。
10,0.9,"['感动', '重映']",False,我想失去的才是永恒的。
10,0.5,"['怀疑', '爱情', '成长']",True,我想失去的才是永恒的。
10,0.8,"['失去', '永恒']",False,我想失去的才是永恒的。
10,0.7,"['经典', '美']",False,我想失去的才是永恒的。
10,0.8,"['导演', '场面调度', '好莱坞']",False,我想失去的才是永恒的。
11,0.9,"['人性', '感动', '配角']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.5,"['阶级', '价值观', '分析']",True,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.9,"['感动', '经历']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.9,"['感人', '爱情', '回忆']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.2,"['批评爱情', '立意差', '色情']",True,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.9,"['经典', '爱情', '影响力']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.9,"['经典', '画面', '音乐']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
11,0.9,"['浪漫', '感动']",False,有些片子，必须得等经历过再去看。没有为爱情放弃过什么的人，不会在露丝从救生船上跳回大船的那一刻落泪。
12,0.1,"['白左', '反封建', '反资本']",True,还用说么？太经典了。
12,0.6,"['长', '帅']",False,还用说么？太经典了。
12,0.6,"['导演', '场面', '删节']",True,还用说么？太经典了。
12,0.9,"['触动', '叙事手法', '好电影']",False,还用说么？太经典了。
12,0.7,"['爱情', '悲剧', '永恒']",False,还用说么？太经典了。
12,0.9,"['经典', '肯定']",False,还用说么？太经典了。
12,0.3,"['批评', '爱情片', '剧情']",True,还用说么？太经典了。
12,0.9,"['爱情', '灾难', '永恒']",False,还用说么？太经典了。
13,0.3,"['一般', '批评']",True,高中时代的大片，最让我动心的是音乐
13,0.3,"['商业成功', '平庸']",True,高中时代的大片，最让我动心的是音乐
13,0.85,"['女主勇敢', '爱情勇气']",False,高中时代的大片，最让我动心的是音乐
13,1.0,"['经典', '耐看']",False,高中时代的大片，最让我动心的是音乐
13,0.9,"['经典', '小李子', '台词']",False,高中时代的大片，最让我动心的是音乐
13,1.0,['经典'],False,高中时代的大片，最让我动心的是音乐
13,0.9,"['爱情', '牺牲', '人性']",False,高中时代的大片，最让我动心的是音乐
13,0.8,"['音乐', '青春']",False,高中时代的大片，最让我动心的是音乐
14,0.9,"['爱情', '永恒', '感动']",False,事隔那麼多年依然無法忘記當初的感動。
14,0.9,"['重映', '经典', '爱情']",False,事隔那麼多年依然無法忘記當初的感動。
14,0.6,"['画面', '评价一般']",False,事隔那麼多年依然無法忘記當初的感動。
14,1.0,"['经典', '感人', '音乐']",False,事隔那麼多年依然無法忘記當初的感動。
14,0.9,"['感动', '难忘']",False,事隔那麼多年依然無法忘記當初的感動。
14,0.8,"['小李子帅', '人设魅力']",False,事隔那麼多年依然無法忘記當初的感動。
14,1.0,"['史诗', '浪漫', '感动']",False,事隔那麼多年依然無法忘記當初的感動。
14,0.6,"['批评', '爱情', '俗套']",True,事隔那麼多年依然無法忘記當初的感動。
15,0.9,"['爱情', '付出', '幸福']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,0.8,['经典'],False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,1.0,"['典范', '爱情']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,1.0,"['爱情', '永恒']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,0.9,"['人性光辉', '爱超越阶级', '灾难平等']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,0.8,"['爱情', '记忆', '永恒']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,0.6,"['批判', '群像', '特效']",True,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
15,0.9,"['经典', '爱情', '永恒']",False,"远程支持学校社团放映。说实话不是很能get到爱情线。男女主角之间不过是把对逃离现实的渴望投射到对方和被荷尔蒙短暂冲昏头脑的激情之爱。如果两个人真的顺利下船，ross多半会逐渐发现jack嗜赌轻浮偶尔还很暴躁而且没有足够的经济基础并以分手结局。这种烟花般的爱情只能靠死亡定格在最绚烂的时刻，才能让人感动。
相比之下，大洪水来临时无助哭喊的，一心求生的，从容赴死的，向神祷告的，信仰崩塌的，坚持道德的，自私野蛮的，寥寥几笔群像就有震撼人心的力量。
如果拍成纯粹的特效沉船片就四星了；如果有触手大海怪就五星了(
加一星给陪我一起看的人。"
16,1.0,['伟大作品'],False,能与诸位一起演奏 是我的荣幸
16,0.9,"['经典', '爱情', '感人']",False,能与诸位一起演奏 是我的荣幸
16,0.9,"['演员', '颜值']",False,能与诸位一起演奏 是我的荣幸
16,0.9,"['演员', '角色', '惊艳']",False,能与诸位一起演奏 是我的荣幸
16,0.9,"['女性主义', '勇敢', '帅气']",False,能与诸位一起演奏 是我的荣幸
16,0.6,"['岁月', '回忆', '白月光']",False,能与诸位一起演奏 是我的荣幸
16,0.9,"['荣誉', '合作']",False,能与诸位一起演奏 是我的荣幸
17,0.5,"['3D', '质疑']",True,不懂重映为什么非要弄成3D的……
17,0.8,"['演员', '回忆', '经典']",False,不懂重映为什么非要弄成3D的……
17,0.9,"['爱情', '台词']",False,不懂重映为什么非要弄成3D的……
17,0.5,"['回忆', '女性胴体', '审查']",True,不懂重映为什么非要弄成3D的……
17,1.0,"['经典', '爱情']",False,不懂重映为什么非要弄成3D的……
17,0.9,"['感动', '演员', '初看']",False,不懂重映为什么非要弄成3D的……
17,0.9,"['爱情感动', '真爱考验', '经典']",False,不懂重映为什么非要弄成3D的……
18,0.5,"['汶川', '观影经历']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,0.9,"['人生', '感动']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,0.9,"['诗意', '爱情', '永恒']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,0.7,"['永恒', '失去']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,0.7,"['回忆', '重看']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,1.0,"['感动', '催泪']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
18,0.7,"['爱情', '人生', '秘密']",False,不知为什么，今天才看这电影，但从来不急，就像任何一件人生中必须经历的事情，你知道总会到来的。那些早就从别人谈话中听来的感动和泪点，一一应中，但在此之前，终归是听来的。时间参和进去，电影不只是电影，生离死别，何止爱情。
19,0.9,"['感动', '哭泣']",False,哭得稀里哗啦的
19,0.9,"['爱情', '拯救', '经典']",False,哭得稀里哗啦的
19,0.95,"['经典', '后劲大', '细节丰富']",False,哭得稀里哗啦的
19,0.6,"['回忆', '感动']",False,哭得稀里哗啦的
19,1.0,"['完美', '爱情', '灾难']",False,哭得稀里哗啦的
19,0.9,"['经典', '演员', '帅气']",False,哭得稀里哗啦的
19,0.7,"['爱情', '阶级']",False,哭得稀里哗啦的
